2020,2021,2022,2023,2024,seriesCode,sdg,minVals,maxVals,instrumental,seriesName,color,I0,IF,successRates,qm,rl
0.1666666665693055,0.33333333343069443,0.5,0.6666666665693055,0.8333333334306944,gci11_Lonline,11,0.0,1.0,1,Laws on unauthorized online behavior ,#A21942,0.1666666665693055,0.8333333334306944,0.8,0.467,0.3632
0.16666666654785625,0.3333333334521437,0.5,0.6666666665478562,0.8333333334521438,gci11_Lforgery,11,0.0,1.0,1,legislation in force related to computer-related forgery (piracy/copyright infringements) ,#A21942,0.16666666654785625,0.8333333334521438,0.8,0.467,0.3632
0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,gci11_Lolsafety,11,0.0,1.0,1,Laws on online safety ,#A21942,0.16666666666666666,0.8333333333333333,0.8,0.467,0.3632
0.16666666656432258,0.33333333312864516,0.5000000003070323,0.6666666668713549,0.8333333334356774,gci12_Rpdp,12,0.0,1.0,1,Regulation(s) related to personal data protection ,#FF3A21,0.16666666656432258,0.8333333334356774,0.8,0.467,0.3632
0.16666666652584536,0.3333333330516907,0.5000000004224638,0.6666666669483091,0.8333333334741546,gci12_Rprivacy,12,0.0,1.0,1,Regulation(s) related to privacy protection ,#FF3A21,0.16666666652584536,0.8333333334741546,0.8,0.467,0.3632
0.1666666671013598,0.3333333333333333,0.5000000004346932,0.6666666666666666,0.8333333337680264,gci12_Rnotif,12,0.0,1.0,1,Regulation(s) related to data breach/incident notification applying to private sector actors ,#FF3A21,0.1666666671013598,0.8333333337680264,0.8,0.467,0.3632
0.16666666682443496,0.3333333336488699,0.5000000004733048,0.6666666663511303,0.8333333331755651,gci12_RAuditre,12,0.0,1.0,1,"Regulation(s) related to cybersecurity audit requirements applying to national government agencies, departments, or their contractors ",#FF3A21,0.16666666682443496,0.8333333331755651,0.8,0.467,0.3632
0.16666666649351847,0.33333333298703693,0.5000000005194446,0.6666666670129631,0.8333333335064816,gci12_Rstandard,12,0.0,1.0,1,Regulation(s) related to cybersecurity standards applying to national public sector actors ,#FF3A21,0.16666666649351847,0.8333333335064816,0.8,0.467,0.3632
0.1666666665124338,0.3333333330248676,0.5000000004626987,0.6666666669751323,0.8333333334875662,gci12_Rsign,12,0.0,1.0,1,Regulation(s) related to use of digital signatures and e-transactions in government services and applications (e-govt),#FF3A21,0.1666666665124338,0.8333333334875662,0.8,0.467,0.3632
0.16666666707302186,0.3333333329269781,0.5,0.6666666670730219,0.8333333329269781,gci12_Rspam,12,0.0,1.0,1,"Regulation(s) related to unsolicited communication, also known as spam ",#FF3A21,0.16666666707302186,0.8333333329269781,0.8,0.467,0.3632
0.16666666677255343,0.33333333354510686,0.5000000003176603,0.6666666664548931,0.8333333332274465,gci12_Rciip,12,0.0,1.0,1,Regulation(s) related to identifying and protecting national critical infrastructures ,#FF3A21,0.16666666677255343,0.8333333332274465,0.8,0.467,0.3632
0.1666666663737883,0.33333333362621165,0.5,0.6666666663737884,0.8333333336262116,gci12_Rcop,12,0.0,1.0,0,Regulation(s) related to Child Online Protection ,#FF3A21,0.1666666663737883,0.8333333336262116,0.8,0.467,0.3632
0.16666666654689066,0.33333333345310934,0.5,0.6666666665468906,0.8333333334531093,gci21_NatCsirt,21,0.0,1.0,1,Fully operational National/Government CIRT/CSIRT/CERT or SOC ,#FD9D24,0.16666666654689066,0.8333333334531093,0.8,0.467,0.3632
0.1666666668604426,0.3333333333333333,0.500000000193776,0.6666666666666666,0.8333333335271093,gci21_Nactivity,21,0.0,1.0,1,National CIRT/CSIRT/CERT or SOC activities ,#FD9D24,0.1666666668604426,0.8333333335271093,0.8,0.467,0.3632
0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,gci21_Nfirst,21,0.0,1.0,0,National/Government CIRT/CSIRT/CERT or SOC affiliated with FIRST and/or listed by TF-CSIRT ,#FD9D24,0.16666666666666666,0.8333333333333333,0.8,0.467,0.3632
0.16666666676945951,0.33333333353891903,0.5000000003083785,0.666666666461081,0.8333333332305406,gci21_NregCisrt,21,0.0,1.0,0,"National/Government CIRT/CSIRT/CERT or SOC affiliated with a regional CIRT (such as APCERT, PACSON, AFRICA CERT, ENSIA, OIC, OAS)? ",#FD9D24,0.16666666676945951,0.8333333332305406,0.8,0.467,0.3632
0.1666666667279056,0.3333333334558112,0.5000000001837168,0.6666666665441887,0.8333333332720944,gci22_Scsirt,22,0.0,1.0,1,Sectoral CIRTs/CSIRTs/CERTs or SOCs ,#E5243B,0.1666666667279056,0.8333333332720944,0.8,0.467,0.3632
0.16666666649855685,0.3333333335014431,0.5,0.6666666664985569,0.8333333335014431,gci22_Sactivity,22,0.0,1.0,1,Sectoral CIRTs/CSIRTs/CERTs or SOC Activities ,#E5243B,0.16666666649855685,0.8333333335014431,0.8,0.467,0.3632
0.1666666667605031,0.3333333332394969,0.5,0.6666666667605031,0.8333333332394969,gci23_FStandard,23,0.0,1.0,1,Framework for the implementation/adoption of nationally or internationally recognized cybersecurity standards ,#DDA63A,0.1666666667605031,0.8333333332394969,0.8,0.467,0.3632
0.166666666610585,0.33333333322117,0.500000000168245,0.6666666667788299,0.833333333389415,gci23_Fciip,23,0.0,1.0,1,Framework for implementation/adoption of nationally or internationally recognized cybersecurity standards address critical infrastructure ,#DDA63A,0.166666666610585,0.833333333389415,0.8,0.467,0.3632
0.16666666671061725,0.3333333334212345,0.5000000001318518,0.6666666665787655,0.8333333332893826,gci31_Nstrategy,31,0.0,1.0,1,National Cybersecurity Strategy (NCS) or policy ,#4C9F38,0.16666666671061725,0.8333333332893826,0.8,0.467,0.3632
0.16666666671642089,0.33333333343284177,0.5000000001492627,0.6666666665671582,0.8333333332835791,gci31_Npriority,31,0.0,1.0,1,National Cybersecurity Strategy Priorities ,#4C9F38,0.16666666671642089,0.8333333332835791,0.8,0.467,0.3632
0.16666666666666669,0.33333333333333337,0.5,0.6666666666666667,0.8333333333333334,gci32_Acyber,32,0.0,1.0,1,Agency or ministry with the responsibility for cybersecurity at the national level ,#C5192D,0.16666666666666669,0.8333333333333334,0.8,0.467,0.3632
0.16666666656343215,0.3333333331268643,0.5000000003097035,0.6666666668731357,0.8333333334365679,gci32_Aciip,32,0.0,1.0,1,Agency or ministry with the responsibility for cybersecurity related to National Critical Infrastructure Protection? ,#C5192D,0.16666666656343215,0.8333333334365679,0.8,0.467,0.3632
0.16666666706057076,0.3333333333333333,0.500000000393904,0.6666666666666666,0.8333333337272373,gci32_Acapacity,32,0.0,1.0,1,"Agency, ministry, task force, or other body with the responsibility for overseeing national cybersecurity capacity development ",#C5192D,0.16666666706057076,0.8333333337272373,0.8,0.467,0.3632
0.16666666653474693,0.33333333306949386,0.5000000003957593,0.6666666669305062,0.8333333334652532,gci32_Acop,32,0.0,1.0,0,"Coordination of Child Online Protection initiatives and activities within the responsibility of any agency, ministry, task force, or other body? ",#C5192D,0.16666666653474693,0.8333333334652532,0.8,0.467,0.3632
0.16666666666666669,0.33333333333333337,0.5,0.6666666666666667,0.8333333333333333,gci33_Maudit,33,0.0,1.0,1,Cybersecurity audits performed at a national level ,#26BDE2,0.16666666666666669,0.8333333333333333,0.8,0.467,0.3632
0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,gci33_Mrisk,33,0.0,1.0,1,Metrics/tools for assessing cybersecurity risks at a national level ,#26BDE2,0.16666666666666666,0.8333333333333333,0.8,0.467,0.3632
0.16666666682728018,0.33333333365456036,0.5000000004818406,0.6666666663454398,0.8333333331727198,gci33_Mmaturity,33,0.0,1.0,1,"Measures for assessing the level of cybersecurity development at a national level using tools such as the Cybersecurity Capacity Maturity Model, Cyber Readiness, or any other relevant assessment tools ",#26BDE2,0.16666666682728018,0.8333333331727198,0.8,0.467,0.3632
0.16666666677333422,0.33333333354666844,0.5000000003200026,0.6666666664533315,0.8333333332266657,gci34_Copstrategy,34,0.0,1.0,0,"National strategy addressing Child Online Protection, with associated current Child Online Protection initiatives ",#FCC30B,0.16666666677333422,0.8333333332266657,0.8,0.467,0.3632
0.16666666656984533,0.33333333313969066,0.500000000290464,0.6666666668603093,0.8333333334301547,gci34_Copreporting,34,0.0,1.0,0,Government reporting mechanisms and capabilities at the national level deployed to help protect children online ,#FCC30B,0.16666666656984533,0.8333333334301547,0.8,0.467,0.3632
0.16666666631564073,0.33333333263128145,0.5000000010530777,0.6666666673687185,0.8333333336843592,gci41_AWmsme,41,0.0,1.0,1,Public awareness campaigns specifically targeting MSMEs ,#FD6925,0.16666666631564073,0.8333333336843592,0.8,0.467,0.3632
0.1666666678466626,0.33333333333333337,0.500000001179996,0.6666666666666667,0.8333333345133292,gci41_AWprivate,41,0.0,1.0,1,Public awareness campaigns specifically targeting the private sector in general ,#FD6925,0.1666666678466626,0.8333333345133292,0.8,0.467,0.3632
0.16666666755022458,0.3333333333333333,0.5000000008835579,0.6666666666666666,0.8333333342168912,gci41_AWpublic,41,0.0,1.0,1,"Public awareness campaigns specifically targeting public sector agencies at local, municipal, and national levels, and public sector workers ",#FD6925,0.16666666755022458,0.8333333342168912,0.8,0.467,0.3632
0.1666666663455153,0.3333333326910306,0.5000000009634542,0.6666666673089695,0.8333333336544848,gci41_AWsociety,41,0.0,1.0,1,Public awareness campaigns specifically targeting civil society ,#FD6925,0.1666666663455153,0.8333333336544848,0.8,0.467,0.3632
0.16666666708814282,0.3333333329118571,0.5,0.6666666670881428,0.8333333329118572,gci41_AWgeneral,41,0.0,1.0,1,Public awareness campaigns targeting the population in general ,#FD6925,0.16666666708814282,0.8333333329118572,0.8,0.467,0.3632
0.16666666765644467,0.3333333323435554,0.5,0.6666666676564447,0.8333333323435553,gci41_AWelderly,41,0.0,1.0,1,Public awareness campaigns specifically targeting older persons (elderly) ,#FD6925,0.16666666765644467,0.8333333323435553,0.8,0.467,0.3632
0.1666666660861238,0.3333333321722476,0.5000000017416285,0.6666666678277523,0.8333333339138762,gci41_AWdisability,41,0.0,1.0,1,Public awareness campaigns specifically targeting persons with specific needs including persons with disabilities ,#FD6925,0.1666666660861238,0.8333333339138762,0.8,0.467,0.3632
0.1666666678988393,0.3333333333333333,0.5000000012321726,0.6666666666666666,0.8333333345655061,gci41_AWcop,41,0.0,1.0,1,"Public awareness campaigns specifically targeting parents, educators, and children as part of Child Online Protection (COP) efforts ",#FD6925,0.1666666678988393,0.8333333345655061,0.8,0.467,0.3632
0.16666666631564073,0.33333333263128145,0.5000000010530777,0.6666666673687185,0.8333333336843592,gci41_AWchildren,41,0.0,1.0,1,Public awareness campaigns specifically targeting children as part of Child Online Protection (COP) efforts ,#FD6925,0.16666666631564073,0.8333333336843592,0.8,0.467,0.3632
0.1666666667870575,0.333333333574115,0.5000000003611724,0.6666666664258851,0.8333333332129426,gci42_Tprofessional,42,0.0,1.0,1,Develop or support cybersecurity training courses for cybersecurity professionals ,#BF8B2E,0.1666666667870575,0.8333333332129426,0.8,0.467,0.3632
0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,gci42_Tacreditation,42,0.0,1.0,1,Domestically or internationally recognized accreditation programs for cybersecurity professionals ,#BF8B2E,0.16666666666666666,0.8333333333333334,0.8,0.467,0.3632
