origin,destination,weight
gci11_Lonline,gci11_Lolsafety,-0.8333332066316436
gci11_Lonline,gci12_Rpdp,-0.5000002850786653
gci11_Lonline,gci12_Rprivacy,-0.5000004082648016
gci11_Lonline,gci12_Rnotif,-0.5000003329668766
gci11_Lonline,gci12_RAuditre,-0.9999999999999175
gci11_Lonline,gci12_Rstandard,-0.50000028507867
gci11_Lonline,gci12_Rsign,-0.5000003975529367
gci11_Lonline,gci12_Rciip,-0.9999999999999879
gci11_Lonline,gci21_NatCsirt,-0.5000000625148027
gci11_Lonline,gci21_Nactivity,-0.5000004462184001
gci11_Lonline,gci21_Nfirst,-0.8333332066316436
gci11_Lonline,gci21_NregCisrt,-0.9999999999999751
gci11_Lonline,gci22_Scsirt,-0.9999999999999729
gci11_Lonline,gci23_Fciip,-0.5000004088070149
gci11_Lonline,gci31_Nstrategy,-0.9999999999998591
gci11_Lonline,gci31_Npriority,-0.9999999999999764
gci11_Lonline,gci32_Acyber,0.8660255683746516
gci11_Lonline,gci32_Aciip,-0.5000002850786653
gci11_Lonline,gci32_Acapacity,-0.5000002850786659
gci11_Lonline,gci32_Acop,-0.5000002587789956
gci11_Lonline,gci33_Maudit,0.8660255683746516
gci11_Lonline,gci33_Mrisk,-0.8333332066316436
gci11_Lonline,gci33_Mmaturity,-0.9999999999999598
gci11_Lonline,gci34_Copstrategy,-0.9999999999999409
gci11_Lonline,gci34_Copreporting,-0.5000002850786651
gci11_Lonline,gci41_AWmsme,-0.5000002653112047
gci11_Lonline,gci41_AWprivate,-0.5000002762580108
gci11_Lonline,gci41_AWpublic,-0.5000003204187567
gci11_Lonline,gci41_AWsociety,-0.5000002850786678
gci11_Lonline,gci41_AWdisability,-0.5000002850786673
gci11_Lonline,gci41_AWcop,-0.5000002766315231
gci11_Lonline,gci41_AWchildren,-0.5000002653112047
gci11_Lonline,gci42_Tprofessional,-0.9999999999999193
gci11_Lonline,gci42_Tacreditation,-0.8333332066316436
gci11_Lonline,gci43_Csecondary,-0.5000002638196557
gci11_Lonline,gci43_Chigher,-0.5000004052886613
gci11_Lonline,gci44_Rndprivate,-0.5000003285763323
gci11_Lonline,gci44_Evalscheme,-0.5000002718158143
gci11_Lonline,gci45_Dindustry,-0.9999999999999675
gci11_Lonline,gci46_Icapacitydev,0.8660255683746516
gci11_Lonline,gci51_Bcountry,-0.8333332066316436
gci11_Lonline,gci51_Bregintl,-0.8333332066316436
gci11_Lonline,gci52_Minfosharing,-0.9999999999998668
gci11_Lonline,gci54_PPPdomestic,-0.8333332066316436
gci11_Lonline,gci54_PPPforeign,0.8660255683746516
gci11_Lforgery,gci11_Lonline,-0.5000001682725304
gci11_Lforgery,gci11_Lolsafety,-0.8333332165271774
gci11_Lforgery,gci12_Rpdp,-0.5000001168061202
gci11_Lforgery,gci12_Rprivacy,-0.500000239992278
gci11_Lforgery,gci12_Rnotif,-0.5000001646943423
gci11_Lforgery,gci12_RAuditre,-0.9999999999999701
gci11_Lforgery,gci12_Rstandard,-0.5000001168061317
gci11_Lforgery,gci12_Rsign,-0.5000002292804073
gci11_Lforgery,gci12_Rciip,-0.9999999999999848
gci11_Lforgery,gci21_NatCsirt,-0.5000002307873448
gci11_Lforgery,gci21_Nactivity,-0.5000002779458663
gci11_Lforgery,gci21_Nfirst,-0.8333332165271774
gci11_Lforgery,gci21_NregCisrt,-0.9999999999999862
gci11_Lforgery,gci22_Scsirt,-0.9999999999999761
gci11_Lforgery,gci23_Fciip,-0.5000002405344982
gci11_Lforgery,gci31_Nstrategy,-0.9999999999999208
gci11_Lforgery,gci31_Npriority,-0.9999999999999504
gci11_Lforgery,gci32_Acyber,0.8660254712224736
gci11_Lforgery,gci32_Aciip,-0.5000001168061202
gci11_Lforgery,gci32_Acapacity,-0.5000001168061214
gci11_Lforgery,gci32_Acop,-0.5000000905064481
gci11_Lforgery,gci33_Maudit,0.8660254712224736
gci11_Lforgery,gci33_Mrisk,-0.8333332165271774
gci11_Lforgery,gci33_Mmaturity,-0.999999999999986
gci11_Lforgery,gci34_Copstrategy,-0.9999999999999717
gci11_Lforgery,gci34_Copreporting,-0.5000001168061198
gci11_Lforgery,gci41_AWmsme,-0.5000000970386622
gci11_Lforgery,gci41_AWprivate,-0.500000107985467
