sdg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
11,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
12,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
21,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
22,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
23,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
31,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
32,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
33,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
41,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
42,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,2000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,3000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,4000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000,5000000000
